,timestamp,tweet_text,username,all_hashtags,followers_count
79,2021-04-19 09:12:53,b'https://t.co/XXDgZ0TUH5 $500 Gift Card  Click Here : https://t.co/3Jo0q8a7FL  #amazon #giftcard  #AmazonBestSeller #amazonrainforest #amazonecho #amazonian #AmazonIndia #amazonsmile #amazonmerch #amazonriver #amazonfashionweek #amazonalexa #Amazonfashion https://t.co/7ua1VmLgpO',b'SherryBuckleyUs',"['amazon', 'giftcard', 'AmazonBestSeller', 'amazonrainforest', 'amazonecho', 'amazonian', 'AmazonIndia', 'amazonsmile', 'amazonmerch', 'amazonriver', 'amazonfashionweek', 'amazonalexa', 'Amazonfashion']",2375
80,2021-04-19 00:19:30,b'Let not your mind run on what you lack as much as on what you have already. -Marcus Aurelius  #amazonalexa #Anger #antique #business #Discipline #GrowthMindset #Knowledge #KnowledgeIsPower #leadership #management #Mindset #mindsetmatters #MindsetShift  https://t.co/JnrCt1W7Oo https://t.co/85hh9Phyfd',b'EveryDayStoics',"['amazonalexa', 'Anger', 'antique', 'business', 'Discipline', 'GrowthMindset', 'Knowledge', 'KnowledgeIsPower', 'leadership', 'management', 'Mindset', 'mindsetmatters', 'MindsetShift']",251
81,2021-04-18 21:29:16,b'We want to hear from you! #AmazonAlexa or #GoogleHome? Which #smart home device do you prefer and why? #HomeAutomation https://t.co/Ys0mfH2QaO',b'atomi_smart',"['AmazonAlexa', 'GoogleHome', 'smart', 'HomeAutomation']",3334
82,2021-04-18 19:03:24,"b'@AmazonAlexa Alexa, why is the weather data you use for London really inaccurate compared to all other sources?'",b'boofla',[],620
83,2021-04-18 19:00:20,"b'\xf0\x9f\x93\xa3 New Podcast! ""New Episode KWWK-DB_DJ MIKEY TOP TENN_APRIL 18, 2021 #kwwkdb.live #kwwkdbradio #nowplaying"" on @Spreaker #amazonalexa #blendmonstaz #caribbeansundays #djmikeytopten #iheart #itunespodcast #kwwkdb_live #kwwkdbradio #nowplaying https://t.co/ZCOiQ922HR'",b'KWWKRADIO',"['kwwkdb', 'kwwkdbradio', 'nowplaying', 'amazonalexa', 'blendmonstaz', 'caribbeansundays', 'djmikeytopten', 'iheart', 'itunespodcast', 'kwwkdb_live', 'kwwkdbradio', 'nowplaying']",3288
84,2021-04-18 17:42:27,"b""@AmazonAlexa  WTF! Why doesn't she recognize shit!??!Over and over...repeating and then calls don't go through!""",b'santeea_cemone',[],330
85,2021-04-18 17:24:39,"b'just had a notification from @alexa99 to review a tanning mitt I\xe2\x80\x99d bought online , gave it 5* , @amazonalexa then told me \xe2\x80\x9cthanks this will help people make better decisions \xe2\x80\x9c I mean are we talking in life ?? or just shopping \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",b'fantasticdiddle',[],2233
86,2021-04-18 13:22:34,b'7 things you didn\xe2\x80\x99t know Alexa could do on an Amazon Echo smart speaker https://t.co/Rm083j4l3w #Features #SmartHome #AmazonAlexa #AmazonEcho #smarthome https://t.co/Scdry5qlRa',b'33squared',"['Features', 'SmartHome', 'AmazonAlexa', 'AmazonEcho', 'smarthome']",3
87,2021-04-18 11:56:08,b'@googlenesthelp You would ask me to DM me wouldn\xe2\x80\x99t you. You downgraded my subscription after a faulty doorbell! And now you want me to upgrade! #eufy #newdoorbellincoming #amazonalexa',b'S3RCE',"['eufy', 'newdoorbellincoming', 'amazonalexa']",152
88,2021-04-18 08:55:21,"b'I asked \xe2\x80\x9chow do I stop my Toddler screening?\xe2\x80\x9d \xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fHonestly Alexa no, just no! #badalexa #childabuse #amazonalexa https://t.co/l0019pZ8CB'",b'child_but',"['badalexa', 'childabuse', 'amazonalexa']",3
89,2021-04-18 03:00:23,"b'\xf0\x9f\x93\xa3 New Podcast! ""New Episode KWWK-DB APRIL 17, 2021 DJNEWORLEANS #kwwkdb.live #kwwkdbradio #nowplaying"" on @Spreaker #amazonalexa #blendmonstaz #djneworleans #iheart #itunespodcast #kwwkdb_live #kwwkdbradio #nowplaying #readyamindremix #respecthedj https://t.co/oxlmcp2kdT'",b'KWWKRADIO',"['kwwkdb', 'kwwkdbradio', 'nowplaying', 'amazonalexa', 'blendmonstaz', 'djneworleans', 'iheart', 'itunespodcast', 'kwwkdb_live', 'kwwkdbradio', 'nowplaying', 'readyamindremix', 'respecthedj']",3288
90,2021-04-18 02:00:17,"b'\xf0\x9f\x93\xa3 New Podcast! ""New Episode KWWK-DB_DJRCUETECH_APRIL 17 2021  #kwwkdb.live #kwwkdbradio #nowplaying"" on @Spreaker #amazonalexa #blendmonstaz #djrcuetech #housemusicessentials #iheart #itunespodcast #kwwkdb_live #kwwkdbradio #nowplaying #respecthedj https://t.co/blOAXKBFj0'",b'KWWKRADIO',"['kwwkdb', 'kwwkdbradio', 'nowplaying', 'amazonalexa', 'blendmonstaz', 'djrcuetech', 'housemusicessentials', 'iheart', 'itunespodcast', 'kwwkdb_live', 'kwwkdbradio', 'nowplaying', 'respecthedj']",3288
91,2021-04-18 01:31:39,"b""Finally got #AmazonAlexa to listen to me.... I'm a prolly file for divorce now...shits gettin deep\xf0\x9f\x92\xab\xf0\x9f\x92\xab https://t.co/BHuURtojQt""",b'Truth_Sirum',['AmazonAlexa'],10958
92,2021-04-18 00:04:16,"b""It's so simple really: If you say you're going to do something, do it. If you start something, finish it. -Epictetus  #amazonalexa #Anger #antique #business #Discipline #GrowthMindset #Knowledge #KnowledgeIsPower #leadership #management #Mindset  https://t.co/FJSkVOZRLb https://t.co/h8s5ib4ABl""",b'EveryDayStoics',"['amazonalexa', 'Anger', 'antique', 'business', 'Discipline', 'GrowthMindset', 'Knowledge', 'KnowledgeIsPower', 'leadership', 'management', 'Mindset']",251
